id,nombre,equipo,posicion,posicion_detallada,edad,altura,pie_dominante,contrato_hasta,valor_mercado,goles,asistencias,minutos_jugados,valoracion,regates_exitosos,porcentaje_regates_exitosos,pases_clave,tiros_totales,tiros_a_puerta,grandes_ocasiones_creadas,grandes_ocasiones_falladas,pases_ultimo_tercio,porcentaje_pases_acertados,pases_totales,pases_acertados,duelos_aereos_perdidos,intercepciones,entradas,tarjetas_amarillas,tarjetas_rojas,perdidas_de_balon,valoracion_total,conteo_valoraciones,grandes_ocasiones_creadas_por_minuto,pases_ultimo_tercio_por_minuto,grandes_ocasiones_falladas_por_minuto,GeneradorDePeligro
1164676,Marcos Cuenca,Real Zaragoza,F,['RW'],2002-11-07T00:00:00+00:00,184,Right,1845936000.0,370000.0,0,1,1179,6.58,20,41.67,16,32,7,3,9,75,67.92,240,163,21,5,14,3,1,20,171.2,26,0.002544529262086514,0.06361323155216285,0.007633587786259542,0
962378,Valery Fernández,Real Zaragoza,M,['LW'],1999-11-23T00:00:00+00:00,179,Right,1845936000.0,680000.0,0,0,974,6.57,12,66.67,7,4,0,1,0,69,85.24,271,231,8,3,16,1,0,3,118.2,18,0.001026694045174538,0.07084188911704312,0.0,1
1010513,Jordi Martín,Huesca,M,"['LW', 'RW']",2001-01-05T00:00:00+00:00,174,Left,1814313600.0,425000.0,0,1,641,6.55,3,30.0,7,4,1,0,0,47,76.11,247,188,7,11,14,3,0,2,98.2,15,0.0,0.07332293291731669,0.0,0
867780,Josué Dorrio,Málaga CF,F,"['RW', 'MR']",1994-03-03T00:00:00+00:00,170,Right,1782777600.0,410000.0,0,2,295,6.54,2,22.22,10,6,2,1,2,24,74.68,79,59,3,5,4,1,0,4,85.0,13,0.003389830508474576,0.08135593220338982,0.006779661016949152,0
807576,Nikola Čumić,Real Zaragoza,M,['LW'],1998-11-20T00:00:00+00:00,173,Right,1782777600.0,910000.0,0,0,222,6.53,3,30.0,0,3,0,0,1,18,75.0,48,36,2,1,3,1,0,2,39.2,6,0.0,0.08108108108108109,0.0045045045045045045,0
1120497,Diego Percan,Córdoba,F,"['RW', 'ST']",2001-11-13T00:00:00+00:00,179,Right,1814313600.0,205000.0,2,1,334,6.53,6,50.0,4,11,5,2,5,26,64.52,93,60,6,2,11,3,1,9,104.4,16,0.005988023952095809,0.07784431137724551,0.014970059880239521,0
1423518,Marko Perović,Almería,M,['LW'],2006-03-05T00:00:00+00:00,177,Left,1782777600.0,185000.0,0,0,75,6.52,2,40.0,0,3,0,0,0,11,73.91,23,17,0,0,1,0,0,3,32.6,5,0.0,0.14666666666666667,0.0,0
1010409,Xeber Alkain,Eibar,M,['RW'],1997-06-26T00:00:00+00:00,174,Right,1814313600.0,745000.0,0,1,508,6.52,10,41.67,5,14,5,1,3,57,80.86,162,131,2,2,14,1,0,8,84.7,13,0.001968503937007874,0.11220472440944881,0.005905511811023622,0
1160061,Dani Queipo,Sporting Gijón,F,['LW'],2002-05-22T00:00:00+00:00,168,Right,1814313600.0,1100000.0,0,1,583,6.51,4,28.57,3,10,1,1,3,52,77.19,171,132,15,5,25,4,0,8,143.3,22,0.0017152658662092624,0.08919382504288165,0.005145797598627788,0
828969,Manu Vallejo,AD Ceuta,F,"['ST', 'LW']",1997-02-14T00:00:00+00:00,167,Right,,270000.0,0,0,83,6.5,0,0.0,0,1,0,0,0,6,81.25,16,13,4,1,0,0,0,1,26.0,4,0.0,0.07228915662650602,0.0,0
948004,Ignacio Laquintana,Huesca,M,['RW'],1999-02-01T00:00:00+00:00,177,Right,1782777600.0,1500000.0,0,0,417,6.5,3,60.0,12,4,2,3,1,35,67.68,99,67,2,5,6,1,0,5,45.5,7,0.007194244604316547,0.08393285371702638,0.002398081534772182,1
362032,Cristian Herrera,Deportivo de La Coruña,F,['RW'],1991-03-13T00:00:00+00:00,189,Both,1782777600.0,91000.0,0,0,142,6.5,2,66.67,3,4,1,0,2,19,77.19,57,44,5,1,2,1,0,0,71.5,11,0.0,0.13380281690140844,0.014084507042253521,0
1015281,Lucas Sanseviero,Real Valladolid,M,['RW'],2000-08-05T00:00:00+00:00,180,Right,1782777600.0,970000.0,1,1,355,6.49,2,40.0,2,4,2,1,0,11,47.06,51,24,2,1,3,0,0,3,64.9,10,0.0028169014084507044,0.030985915492957747,0.0,0
1172532,Nick Markanich,CD Castellón,F,['RW'],1999-12-26T00:00:00+00:00,185,,1798675200.0,515000.0,0,0,191,6.45,0,0.0,2,8,2,0,2,10,76.32,38,29,13,0,3,0,0,2,71.0,11,0.0,0.05235602094240838,0.010471204188481676,0
1173564,Oscar Cortés,Sporting Gijón,M,['LW'],2003-12-03T00:00:00+00:00,176,Right,1798675200.0,1900000.0,0,0,119,6.45,2,28.57,0,2,1,0,0,18,80.0,45,36,4,0,2,1,0,2,25.8,4,0.0,0.15126050420168066,0.0,0
1092305,‪Ignacio Schor,AD Ceuta,F,['RW'],2000-08-04T00:00:00+00:00,183,Right,1814313600.0,735000.0,0,0,97,6.44,0,0.0,1,3,0,0,1,5,91.67,24,22,2,0,2,1,0,1,32.2,5,0.0,0.05154639175257732,0.010309278350515464,0
1428531,Diego Sia,Mirandés,M,"['ST', 'LW']",2006-03-10T00:00:00+00:00,170,Right,1782777600.0,410000.0,0,0,210,6.43,4,44.44,3,4,1,0,2,15,69.05,42,29,1,2,4,0,0,1,45.0,7,0.0,0.07142857142857142,0.009523809523809525,0
353252,Martín Merquelanz,FC Andorra,F,['LW'],1995-06-12T00:00:00+00:00,176,Left,,205000.0,0,0,56,6.3,0,0.0,0,2,0,0,0,5,75.0,16,12,0,0,0,1,0,1,6.3,1,0.0,0.08928571428571429,0.0,0
1398533,Isaac Obeng,Cádiz,M,['RW'],2003-05-10T00:00:00+00:00,182,Left,1782777600.0,205000.0,0,0,12,6.3,0,0.0,0,0,0,0,0,1,25.0,4,1,0,0,0,0,0,0,6.3,1,0.0,0.08333333333333333,0.0,0
